customerid;personid;storeid;territoryid
11550;6061;NULL;10
11551;19979;NULL;7
11552;6707;NULL;8
11553;8511;NULL;10
11554;2894;NULL;7
11555;7606;NULL;10
11556;4286;NULL;10
11557;14296;NULL;10
11558;8176;NULL;10
11559;7880;NULL;8
11560;18895;NULL;10
11561;13630;NULL;8
11562;2943;NULL;8
11563;3819;NULL;10
11564;18319;NULL;8
11565;19267;NULL;10
11566;20542;NULL;7
11567;7573;NULL;8
11568;7117;NULL;10
11569;15794;NULL;10
11570;20585;NULL;8
11571;20074;NULL;7
11572;15739;NULL;7
11573;7211;NULL;10
11574;3489;NULL;10
11575;16181;NULL;10
11576;5358;NULL;7
11577;6264;NULL;7
11578;4728;NULL;7
11579;12669;NULL;10
11580;4387;NULL;10
11581;7287;NULL;7
11582;5880;NULL;7
11583;3487;NULL;7
11584;4977;NULL;8
11585;10523;NULL;10
11586;6624;NULL;10
11587;5813;NULL;7
11588;15427;NULL;7
11589;9631;NULL;10
11590;18690;NULL;7
11591;17608;NULL;7
11592;8368;NULL;7
11593;6946;NULL;7
11594;20477;NULL;7
11595;14858;NULL;8
11596;13309;NULL;10
11597;18208;NULL;7
11598;10626;NULL;8
11599;16764;NULL;7
11600;13837;NULL;7
11601;8185;NULL;7
11602;18443;NULL;8
11603;8306;NULL;10
11604;8166;NULL;10
11605;15265;NULL;8
11606;17081;NULL;7
11607;14613;NULL;7
11608;3816;NULL;7
11609;5462;NULL;10
11610;4217;NULL;10
11611;6464;NULL;7
11612;20506;NULL;10
11613;10595;NULL;8
11614;16339;NULL;8
11615;20497;NULL;10
11616;16315;NULL;10
11617;14123;NULL;4
11618;14550;NULL;6
11619;10400;NULL;6
11620;11700;NULL;1
11621;17479;NULL;1
11622;17510;NULL;1
11623;7657;NULL;4
11624;17967;NULL;4
11625;18446;NULL;4
11626;20004;NULL;4
11627;14524;NULL;4
11628;8075;NULL;4
11629;17189;NULL;4
11630;3424;NULL;1
11631;13182;NULL;6
11632;2806;NULL;6
11633;17416;NULL;1
11634;15742;NULL;1
11635;8357;NULL;4
11636;8524;NULL;4
11637;10425;NULL;4
11638;13202;NULL;4
11639;7142;NULL;4
11640;11577;NULL;6
11641;6387;NULL;6
11642;20730;NULL;6
11643;17343;NULL;1
11644;14361;NULL;1
11645;9621;NULL;1
11646;3680;NULL;1
11647;18152;NULL;6
11648;16534;NULL;4
11649;4707;NULL;4
11650;5569;NULL;4
11651;19675;NULL;6
11652;6017;NULL;6
11653;2856;NULL;1
11654;9515;NULL;4
11655;11900;NULL;4
11656;10076;NULL;4
11657;19100;NULL;4
11658;16477;NULL;4
11659;4118;NULL;6
11660;7290;NULL;6
11661;14047;NULL;6
11662;6530;NULL;1
11663;4296;NULL;1
11664;20121;NULL;4
11665;6256;NULL;4
11666;16228;NULL;4
11667;4154;NULL;1
11668;9426;NULL;4
11669;2601;NULL;1
11670;7741;NULL;4
11671;12085;NULL;4
11672;20340;NULL;4
11673;17757;NULL;1
11674;20654;NULL;4
11675;4939;NULL;1
11676;17338;NULL;3
11677;4875;NULL;6
11678;17065;NULL;1
11679;14759;NULL;1
11680;9915;NULL;1
11681;12038;NULL;1
11682;11162;NULL;1
11683;17902;NULL;4
11684;4992;NULL;1
11685;5663;NULL;1
11686;15699;NULL;4
11687;14358;NULL;4
11688;19380;NULL;1
11689;13902;NULL;1
11690;6793;NULL;1
11691;11127;NULL;4
11692;5560;NULL;4
11693;3220;NULL;6
11694;14510;NULL;4
11695;16144;NULL;4
11696;9743;NULL;1
11697;5037;NULL;4
11698;17175;NULL;6
11699;14424;NULL;1
11700;14757;NULL;4
11701;6680;NULL;4
11702;11449;NULL;4
11703;10372;NULL;4
11704;17046;NULL;4
11705;8469;NULL;4
11706;4205;NULL;4
11707;2688;NULL;4
11708;11902;NULL;4
11709;9400;NULL;6
11710;8301;NULL;4
11711;18668;NULL;6
11712;9076;NULL;6
11713;5770;NULL;1
11714;7617;NULL;4
11715;11016;NULL;4
11716;14173;NULL;4
11717;4607;NULL;1
11718;12460;NULL;1
11719;4193;NULL;6
11720;20651;NULL;4
11721;20538;NULL;4
11722;13337;NULL;1
11723;5637;NULL;6
11724;16417;NULL;6
11725;5675;NULL;1
11726;5366;NULL;1
11727;18039;NULL;4
11728;17765;NULL;1
11729;16170;NULL;1
11730;19515;NULL;1
11731;14035;NULL;4
11732;3007;NULL;2
11733;10698;NULL;4
11734;12677;NULL;4
11735;2858;NULL;1
11736;15260;NULL;4
11737;11688;NULL;4
11738;5910;NULL;6
11739;17109;NULL;6
11740;10889;NULL;6
11741;11916;NULL;4
11742;4261;NULL;4
11743;14185;NULL;4
11744;9722;NULL;4
11745;9861;NULL;1
11746;14163;NULL;1
11747;11484;NULL;1
11748;4189;NULL;6
11749;5018;NULL;9
11750;16366;NULL;9
11751;19466;NULL;9
11752;19064;NULL;9
11753;14305;NULL;9
11754;6276;NULL;9
11755;13399;NULL;9
11756;13838;NULL;9
11757;17976;NULL;9
11758;13490;NULL;9
11759;12237;NULL;9
11760;16854;NULL;9
11761;8150;NULL;9
11762;14940;NULL;9
11763;11773;NULL;9
11764;5718;NULL;9
11765;15703;NULL;9
11766;15424;NULL;9
11767;7199;NULL;9
11768;12659;NULL;9
11769;10448;NULL;6
11770;20429;NULL;1
11771;15199;NULL;1
11772;17651;NULL;1
11773;13313;NULL;4
11774;19480;NULL;4
11775;9561;NULL;4
11776;4357;NULL;4
11777;7279;NULL;4
11778;3416;NULL;1
11779;12475;NULL;1
11780;3530;NULL;1
11781;14463;NULL;4
11782;11607;NULL;4
11783;10020;NULL;4
11784;16021;NULL;6
11785;6721;NULL;1
11786;15123;NULL;1
11787;16921;NULL;4
11788;20045;NULL;4
11789;9683;NULL;4
11790;16313;NULL;4
11791;14954;NULL;1
11792;7104;NULL;4
11793;15408;NULL;4
11794;19035;NULL;4
11795;11448;NULL;4
11796;7476;NULL;4
11797;13697;NULL;4
11798;9354;NULL;1
11799;5506;NULL;1
11800;10319;NULL;1
11801;5529;NULL;1
11802;12326;NULL;6
11803;10470;NULL;1
11804;9605;NULL;1
11805;4575;NULL;4
11806;20438;NULL;4
11807;4824;NULL;4
11808;16202;NULL;6
11809;14495;NULL;4
11810;13210;NULL;1
11811;3945;NULL;4
11812;18898;NULL;1
11813;19150;NULL;1
11814;14990;NULL;1
11815;13043;NULL;1
11816;11061;NULL;4
11817;11176;NULL;4
11818;18580;NULL;4
11819;5679;NULL;1
11820;10662;NULL;6
11821;18122;NULL;4
11822;11562;NULL;4
11823;9584;NULL;6
11824;11407;NULL;6
11825;5842;NULL;4
11826;5505;NULL;4
11827;10364;NULL;6
11828;10835;NULL;1
11829;9735;NULL;1
11830;12155;NULL;4
11831;6749;NULL;4
11832;8796;NULL;1
11833;13361;NULL;6
11834;13117;NULL;4
11835;5912;NULL;6
11836;14352;NULL;1
11837;3445;NULL;4
11838;18096;NULL;1
11839;18537;NULL;4
11840;13336;NULL;4
11841;16376;NULL;6
11842;18055;NULL;1
11843;11419;NULL;1
11844;9004;NULL;4
11845;11256;NULL;6
11846;9112;NULL;4
11847;6847;NULL;1
11848;18803;NULL;1
11849;9164;NULL;4
11850;8313;NULL;4
11851;10025;NULL;4
11852;5763;NULL;4
11853;11299;NULL;4
11854;16500;NULL;4
11855;18115;NULL;4
11856;4339;NULL;1
11857;10976;NULL;1
11858;5140;NULL;4
11859;4171;NULL;1
11860;11474;NULL;4
11861;9939;NULL;6
11862;19324;NULL;1
11863;3506;NULL;1
11864;11924;NULL;1
11865;20251;NULL;4
11866;4821;NULL;4
11867;14007;NULL;4
11868;3490;NULL;6
11869;10258;NULL;6
11870;15325;NULL;1
11871;13447;NULL;1
11872;7820;NULL;4
11873;6577;NULL;4
11874;15032;NULL;4
11875;17570;NULL;6
11876;12332;NULL;4
11877;12783;NULL;4
11878;19889;NULL;1
11879;8124;NULL;1
11880;8983;NULL;1
11881;4582;NULL;4
11882;15819;NULL;1
11883;12286;NULL;1
11884;16373;NULL;1
11885;4150;NULL;4
11886;9814;NULL;4
11887;18936;NULL;4
11888;5483;NULL;6
11889;13601;NULL;1
11890;18913;NULL;4
11891;2460;NULL;4
11892;7031;NULL;9
11893;18982;NULL;9
11894;7273;NULL;9
11895;2569;NULL;9
11896;18353;NULL;9
11897;18715;NULL;9
11898;7653;NULL;9
11899;15392;NULL;9
11900;19815;NULL;9
11901;18606;NULL;9
11902;9225;NULL;9
11903;4625;NULL;9
11904;9177;NULL;9
11905;14533;NULL;9
11906;8021;NULL;9
11907;12483;NULL;9
11908;12848;NULL;9
11909;16581;NULL;9
11910;12949;NULL;9
11911;15490;NULL;9
11912;15494;NULL;9
11913;1700;NULL;9
11914;7205;NULL;9
11915;19213;NULL;9
11916;11011;NULL;9
11917;11181;NULL;9
11918;10119;NULL;9
11919;2844;NULL;9
11920;7095;NULL;9
11921;8945;NULL;9
11922;17604;NULL;6
11923;12641;NULL;4
11924;13878;NULL;4
11925;8958;NULL;1
11926;13751;NULL;1
11927;19899;NULL;1
11928;20753;NULL;4
11929;7623;NULL;9
11930;12990;NULL;9
11931;4658;NULL;4
11932;12664;NULL;4
11933;14552;NULL;1
11934;6648;NULL;1
11935;12095;NULL;1
11936;17220;NULL;1
11937;4981;NULL;1
11938;13987;NULL;4
11939;5807;NULL;4
11940;18552;NULL;4
11941;15979;NULL;1
11942;20219;NULL;9
11943;12160;NULL;9
11944;15521;NULL;9
11945;17894;NULL;4
11946;18853;NULL;9
11947;11470;NULL;9
11948;8619;NULL;9
11949;20374;NULL;4
11950;9958;NULL;4
11951;12363;NULL;9
11952;1701;NULL;9
11953;10570;NULL;1
11954;18955;NULL;4
11955;16735;NULL;4
11956;8063;NULL;4
11957;10458;NULL;1
11958;6999;NULL;1
11959;11909;NULL;4
11960;7462;NULL;1
11961;14360;NULL;4
11962;9537;NULL;4
11963;13206;NULL;9
11964;1719;NULL;9
11965;20597;NULL;9
11966;12892;NULL;9
11967;6133;NULL;9
11968;16533;NULL;9
11969;18160;NULL;9
11970;9418;NULL;1
11971;10274;NULL;4
11972;10801;NULL;1
11973;6775;NULL;1
11974;18164;NULL;4
11975;11505;NULL;4
11976;6046;NULL;9
11977;3698;NULL;9
11978;5340;NULL;4
11979;18663;NULL;6
11980;8470;NULL;4
11981;8596;NULL;1
11982;2817;NULL;4
11983;6219;NULL;4
11984;16188;NULL;6
11985;8130;NULL;1
11986;2679;NULL;9
11987;15645;NULL;9
11988;19923;NULL;9
11989;16579;NULL;9
11990;13991;NULL;9
11991;7887;NULL;9
11992;8474;NULL;9
11993;4943;NULL;9
11994;17475;NULL;9
11995;2910;NULL;9
11996;18980;NULL;9
11997;19687;NULL;9
11998;4653;NULL;9
11999;17056;NULL;9
12000;12599;NULL;9
12001;2527;NULL;9
12002;3184;NULL;9
12003;6013;NULL;9
12004;2900;NULL;9
12005;9190;NULL;9
12006;13771;NULL;9
12007;2538;NULL;9
12008;8515;NULL;9
12009;7270;NULL;9
12010;2707;NULL;9
12011;11165;NULL;9
12012;19550;NULL;9
12013;11983;NULL;9
12014;14263;NULL;9
12015;18696;NULL;4
12016;10660;NULL;4
12017;6671;NULL;6
12018;13696;NULL;4
12019;3309;NULL;4
12020;19296;NULL;6
12021;8843;NULL;9
12022;17151;NULL;1
12023;3834;NULL;4
12024;15668;NULL;1
12025;6475;NULL;1
12026;13926;NULL;4
12027;3409;NULL;1
12028;12491;NULL;4
12029;10125;NULL;4
12030;7451;NULL;1
12031;5932;NULL;6
12032;18598;NULL;6
12033;2515;NULL;1
12034;13335;NULL;9
12035;11846;NULL;9
12036;3053;NULL;9
12037;19655;NULL;9
12038;20188;NULL;9
12039;17024;NULL;9
12040;14369;NULL;4
12041;4319;NULL;1
12042;16451;NULL;1
12043;13252;NULL;4
12044;10639;NULL;4
12045;5459;NULL;4
12046;9183;NULL;4
12047;10707;NULL;4
12048;12710;NULL;1
12049;7680;NULL;4
12050;16923;NULL;4
12051;16779;NULL;4
12052;8649;NULL;4
12053;3480;NULL;4
12054;5118;NULL;6
12055;8483;NULL;6
12056;14312;NULL;6
12057;9407;NULL;1
12058;9864;NULL;4
12059;5384;NULL;1
12060;18889;NULL;6
12061;14130;NULL;6
12062;13643;NULL;4
12063;4400;NULL;1
12064;18352;NULL;1
12065;15786;NULL;1
12066;13680;NULL;4
12067;5504;NULL;4
12068;3271;NULL;4
12069;14197;NULL;4
12070;5632;NULL;4
12071;17259;NULL;4
12072;12863;NULL;4
12073;17404;NULL;4
12074;19144;NULL;6
12075;6318;NULL;1
12076;20315;NULL;4
12077;19942;NULL;6
12078;15677;NULL;1
12079;14653;NULL;4
12080;19585;NULL;6
12081;10039;NULL;6
12082;3690;NULL;4
12083;12733;NULL;1
12084;12909;NULL;1
12085;18637;NULL;1
12086;12255;NULL;6
12087;15495;NULL;4
12088;11648;NULL;1
12089;14716;NULL;6
12090;9974;NULL;6
12091;6676;NULL;1
12092;18239;NULL;1
12093;7898;NULL;4
12094;8831;NULL;4
12095;6269;NULL;4
12096;7924;NULL;4
12097;16912;NULL;6
12098;11326;NULL;1
12099;10796;NULL;1
12100;13555;NULL;4
12101;6457;NULL;4
12102;13714;NULL;4
12103;11594;NULL;4
12104;8079;NULL;4
12105;12199;NULL;4
12106;16230;NULL;6
12107;5963;NULL;6
12108;17664;NULL;1
12109;20738;NULL;1
12110;4805;NULL;4
12111;7760;NULL;4
12112;7697;NULL;4
12113;5951;NULL;6
12114;14738;NULL;6
12115;20254;NULL;1
12116;3014;NULL;1
12117;6332;NULL;1
12118;19567;NULL;4
12119;20507;NULL;4
12120;13426;NULL;1
12121;17739;NULL;1
12122;20071;NULL;6
12123;18116;NULL;10
12124;18487;NULL;7
12125;18684;NULL;8
12126;7437;NULL;10
12127;11303;NULL;7
12128;14326;NULL;8
12129;13930;NULL;8
12130;5012;NULL;8
12131;14974;NULL;7
12132;20610;NULL;7
12133;12306;NULL;10
12134;14712;NULL;10
12135;3849;NULL;4
12136;4209;NULL;6
12137;16771;NULL;4
12138;13496;NULL;1
12139;7650;NULL;1
12140;12808;NULL;6
12141;11157;NULL;1
12142;8676;NULL;1
12143;16006;NULL;1
12144;7546;NULL;1
12145;6910;NULL;1
12146;4390;NULL;4
12147;3593;NULL;6
12148;3296;NULL;1
12149;10173;NULL;1
12150;6480;NULL;4
12151;14198;NULL;4
12152;14568;NULL;4
12153;20566;NULL;4
12154;10279;NULL;6
12155;10657;NULL;1
12156;3730;NULL;4
12157;18209;NULL;4
12158;16081;NULL;6
12159;10134;NULL;6
12160;12898;NULL;1
12161;9087;NULL;1
12162;16490;NULL;4
12163;5518;NULL;4
12164;6105;NULL;4
12165;5553;NULL;6
12166;15385;NULL;6
12167;15831;NULL;1
12168;17067;NULL;1
12169;3937;NULL;4
12170;9110;NULL;4
12171;20132;NULL;4
12172;13757;NULL;4
12173;4527;NULL;4
12174;4902;NULL;4
12175;5642;NULL;4
12176;14022;NULL;1
12177;16158;NULL;6
12178;6536;NULL;1
12179;11995;NULL;1
12180;19590;NULL;1
12181;8027;NULL;4
12182;8145;NULL;6
12183;12253;NULL;6
12184;15914;NULL;1
12185;20624;NULL;1
12186;3920;NULL;4
12187;11218;NULL;4
12188;12425;NULL;4
12189;10566;NULL;4
12190;6621;NULL;4
12191;7342;NULL;4
12192;7261;NULL;1
12193;5556;NULL;6
12194;20095;NULL;4
12195;9020;NULL;4
12196;12002;NULL;6
12197;16947;NULL;4
12198;16732;NULL;1
12199;8462;NULL;1
12200;12861;NULL;4
12201;4544;NULL;4
12202;13395;NULL;6
12203;7024;NULL;6
12204;20296;NULL;1
12205;13083;NULL;4
12206;9806;NULL;4
12207;16514;NULL;1
12208;7512;NULL;1
12209;4552;NULL;4
12210;17334;NULL;10
12211;19237;NULL;7
12212;3553;NULL;7
12213;12539;NULL;8
12214;19962;NULL;10
12215;3475;NULL;10
12216;10747;NULL;10
12217;15950;NULL;7
12218;17129;NULL;8
12219;4167;NULL;7
12220;7607;NULL;7
12221;18469;NULL;7
12222;11456;NULL;10
12223;14292;NULL;8
12224;12865;NULL;10
12225;18592;NULL;8
12226;8669;NULL;8
12227;16517;NULL;10
12228;3412;NULL;8
12229;10526;NULL;8
12230;18121;NULL;8
12231;7516;NULL;8
12232;17062;NULL;8
12233;16891;NULL;10
12234;6977;NULL;7
12235;4668;NULL;10
12236;15160;NULL;8
12237;3268;NULL;8
12238;19554;NULL;8
12239;6640;NULL;10
12240;12643;NULL;9
12241;6330;NULL;9
12242;9003;NULL;9
12243;14348;NULL;9
12244;20707;NULL;9
12245;16717;NULL;9
12246;20373;NULL;9
12247;18855;NULL;9
12248;4921;NULL;9
12249;5547;NULL;9
12250;9434;NULL;9
12251;15784;NULL;9
12252;12681;NULL;9
12253;11457;NULL;9
12254;9152;NULL;7
12255;12931;NULL;7
12256;13957;NULL;7
12257;11795;NULL;8
12258;2441;NULL;8
12259;7309;NULL;10
12260;14060;NULL;10
12261;3250;NULL;7
12262;20649;NULL;10
12263;7983;NULL;10
12264;10852;NULL;10
12265;17331;NULL;7
12266;2663;NULL;8
12267;4098;NULL;7
12268;13194;NULL;8
12269;12204;NULL;7
12270;9708;NULL;8
12271;6783;NULL;10
12272;6625;NULL;10
12273;19419;NULL;8
12274;13639;NULL;7
12275;3152;NULL;8
12276;12011;NULL;8
12277;6119;NULL;10
12278;10633;NULL;8
12279;14547;NULL;7
12280;13890;NULL;7
12281;18590;NULL;10
12282;5249;NULL;10
12283;18235;NULL;10
12284;8756;NULL;10
12285;17291;NULL;7
12286;5940;NULL;10
12287;16055;NULL;10
12288;7905;NULL;10
12289;18925;NULL;10
12290;8996;NULL;7
12291;15881;NULL;8
12292;5261;NULL;10
12293;7442;NULL;10
12294;19365;NULL;10
12295;20331;NULL;7
12296;16701;NULL;7
12297;14295;NULL;8
12298;2384;NULL;8
12299;13609;NULL;10
12300;3189;NULL;7
12301;16617;NULL;7
12302;5794;NULL;8
12303;9580;NULL;10
12304;12485;NULL;10
12305;15186;NULL;10
12306;15537;NULL;8
12307;9369;NULL;7
12308;17731;NULL;7
12309;12758;NULL;10
12310;18611;NULL;10
12311;4023;NULL;10
12312;5407;NULL;7
12313;9462;NULL;7
12314;15114;NULL;8
12315;7275;NULL;10
12316;12532;NULL;10
12317;16934;NULL;10
12318;19703;NULL;10
12319;2534;NULL;8
12320;6177;NULL;10
12321;4987;NULL;7
12322;10504;NULL;7
12323;14443;NULL;7
12324;5316;NULL;8
12325;16265;NULL;10
12326;5687;NULL;10
12327;13164;NULL;8
12328;5465;NULL;10
12329;3697;NULL;10
12330;3985;NULL;8
12331;7189;NULL;7
12332;5091;NULL;7
12333;8097;NULL;7
12334;11154;NULL;10
12335;16695;NULL;10
12336;13668;NULL;10
12337;2574;NULL;9
12338;19538;NULL;9
12339;12646;NULL;9
12340;18601;NULL;9
12341;20612;NULL;9
12342;10975;NULL;9
12343;16299;NULL;9
12344;7513;NULL;9
12345;16660;NULL;9
12346;18112;NULL;9
12347;3036;NULL;9
12348;15657;NULL;9
12349;12420;NULL;9
12350;16994;NULL;9
12351;4827;NULL;9
12352;6385;NULL;9
12353;11073;NULL;9
12354;14883;NULL;9
12355;13796;NULL;9
12356;20387;NULL;9
12357;17761;NULL;9
12358;11301;NULL;9
12359;18988;NULL;9
12360;16829;NULL;9
12361;18829;NULL;9
12362;5721;NULL;4
12363;11974;NULL;6
12364;9079;NULL;1
12365;15649;NULL;1
12366;3083;NULL;1
12367;8143;NULL;10
12368;13708;NULL;7
12369;4255;NULL;9
12370;4012;NULL;9
12371;7374;NULL;9
12372;10178;NULL;9
12373;14474;NULL;7
12374;10033;NULL;7
12375;2925;NULL;7
12376;19602;NULL;10
12377;18072;NULL;8
12378;19183;NULL;8
12379;8590;NULL;8
12380;12736;NULL;10
12381;17050;NULL;10
12382;13012;NULL;10
12383;14891;NULL;7
12384;6359;NULL;8
12385;20020;NULL;10
12386;2963;NULL;8
12387;10654;NULL;7
12388;16289;NULL;8
12389;14898;NULL;7
12390;16260;NULL;8
12391;19334;NULL;10
12392;16620;NULL;10
12393;15357;NULL;7
12394;18718;NULL;10
12395;16401;NULL;7
12396;17746;NULL;8
12397;17108;NULL;8
12398;12444;NULL;7
12399;15956;NULL;8
12400;2721;NULL;8
12401;8920;NULL;8
12402;14900;NULL;10
12403;16931;NULL;10
12404;17378;NULL;10
12405;15262;NULL;10
12406;11812;NULL;8
12407;20402;NULL;8
12408;13550;NULL;8
12409;10115;NULL;4
12410;8477;NULL;4
12411;5815;NULL;4
12412;10581;NULL;4
12413;6373;NULL;1
12414;6533;NULL;1
12415;19208;NULL;1
12416;18997;NULL;4
12417;12777;NULL;4
12418;17003;NULL;1
12419;20011;NULL;1
12420;13179;NULL;1
12421;6298;NULL;4
12422;9281;NULL;1
12423;12482;NULL;1
12424;10002;NULL;1
12425;18300;NULL;1
12426;14804;NULL;4
12427;9468;NULL;4
12428;15309;NULL;4
12429;4406;NULL;4
12430;11142;NULL;6
12431;3768;NULL;6
12432;17685;NULL;4
12433;13181;NULL;4
12434;5730;NULL;1
12435;11350;NULL;4
12436;14892;NULL;1
12437;4019;NULL;1
12438;9037;NULL;4
12439;19130;NULL;1
12440;16684;NULL;4
12441;12841;NULL;4
12442;8453;NULL;4
12443;14016;NULL;4
12444;9685;NULL;6
12445;17653;NULL;1
12446;11427;NULL;4
12447;13273;NULL;6
12448;3163;NULL;1
12449;18485;NULL;6
12450;15528;NULL;4
12451;3677;NULL;6
12452;15248;NULL;1
12453;13069;NULL;1
12454;6018;NULL;1
12455;18204;NULL;4
12456;5726;NULL;1
12457;16481;NULL;1
12458;19005;NULL;8
12459;7393;NULL;10
12460;7472;NULL;10
12461;3255;NULL;8
12462;7897;NULL;8
12463;18199;NULL;10
12464;15514;NULL;7
12465;19608;NULL;10
12466;13365;NULL;7
12467;11083;NULL;7
12468;9141;NULL;7
12469;19377;NULL;8
12470;11575;NULL;8
12471;12400;NULL;8
12472;18032;NULL;7
12473;7810;NULL;10
12474;7407;NULL;7
12475;16387;NULL;8
12476;13667;NULL;10
12477;13739;NULL;7
12478;11219;NULL;8
12479;8770;NULL;8
12480;10631;NULL;7
12481;19228;NULL;8
12482;7717;NULL;7
12483;10049;NULL;7
12484;14134;NULL;8
12485;18989;NULL;7
12486;2507;NULL;10
12487;13357;NULL;8
12488;10287;NULL;7
12489;9139;NULL;7
12490;4755;NULL;7
12491;4414;NULL;10
12492;7170;NULL;10
12493;20577;NULL;8
12494;17913;NULL;7
12495;4782;NULL;8
12496;8536;NULL;10
12497;8950;NULL;8
12498;13763;NULL;8
12499;2627;NULL;8
12500;18582;NULL;8
12501;19326;NULL;8
12502;10196;NULL;10
12503;16279;NULL;10
12504;10965;NULL;10
12505;4473;NULL;10
12506;4008;NULL;10
12507;15046;NULL;8
12508;16628;NULL;10
12509;15696;NULL;7
12510;14832;NULL;7
12511;9300;NULL;7
12512;9982;NULL;8
12513;17419;NULL;10
12514;11318;NULL;7
12515;8866;NULL;7
12516;3592;NULL;8
12517;7862;NULL;8
12518;6361;NULL;8
12519;19158;NULL;10
12520;4313;NULL;7
12521;10651;NULL;8
12522;18873;NULL;7
12523;6504;NULL;7
12524;4599;NULL;7
12525;18961;NULL;10
12526;9036;NULL;10
12527;17414;NULL;4
12528;4919;NULL;1
12529;16825;NULL;4
12530;7475;NULL;6
12531;5930;NULL;1
12532;16396;NULL;6
12533;5446;NULL;1
12534;20616;NULL;7
12535;4067;NULL;8
12536;13641;NULL;8
12537;4249;NULL;7
12538;15181;NULL;8
12539;15706;NULL;7
12540;7922;NULL;10
12541;6428;NULL;7
12542;3963;NULL;7
12543;11252;NULL;7
12544;10795;NULL;8
12545;15680;NULL;10
12546;7276;NULL;8
12547;20307;NULL;7
12548;9389;NULL;8
12549;4636;NULL;7
12550;6270;NULL;10
12551;7021;NULL;10
12552;10870;NULL;7
12553;3359;NULL;7
12554;3793;NULL;10
12555;8121;NULL;7
12556;15916;NULL;8
12557;20176;NULL;7
12558;9278;NULL;8
12559;7991;NULL;10
12560;5766;NULL;10
12561;4733;NULL;7
12562;19688;NULL;7
12563;12481;NULL;10
12564;10846;NULL;10
12565;15154;NULL;7
12566;12682;NULL;10
12567;8329;NULL;10
12568;17603;NULL;10
12569;20589;NULL;10
12570;19151;NULL;9
12571;10197;NULL;9
12572;12027;NULL;9
12573;9304;NULL;9
12574;20255;NULL;9
12575;12960;NULL;9
12576;13599;NULL;9
12577;2591;NULL;9
12578;13288;NULL;9
12579;3458;NULL;9
12580;3711;NULL;9
12581;19710;NULL;9
12582;8337;NULL;9
12583;6831;NULL;9
12584;17564;NULL;9
12585;4720;NULL;9
12586;15896;NULL;9
12587;14763;NULL;9
12588;16430;NULL;9
12589;11229;NULL;9
12590;16822;NULL;10
12591;10592;NULL;8
12592;20702;NULL;10
12593;6734;NULL;10
12594;17669;NULL;10
12595;14539;NULL;10
12596;6950;NULL;10
12597;7536;NULL;10
12598;2822;NULL;10
12599;15328;NULL;10
12600;18428;NULL;8
12601;18133;NULL;10
12602;16697;NULL;10
12603;15441;NULL;10
12604;17715;NULL;8
12605;20253;NULL;8
12606;10899;NULL;7
12607;11866;NULL;7
12608;19531;NULL;10
12609;13832;NULL;10
12610;13945;NULL;10
12611;15931;NULL;10
12612;20118;NULL;10
12613;20079;NULL;7
12614;14862;NULL;7
12615;16632;NULL;10
12616;16499;NULL;8
12617;5424;NULL;8
12618;12217;NULL;7
12619;8802;NULL;10
12620;9062;NULL;7
12621;3788;NULL;7
12622;14603;NULL;10
12623;15247;NULL;10
12624;2453;NULL;8
12625;4508;NULL;7
12626;8890;NULL;10
12627;17474;NULL;10
12628;10063;NULL;7
12629;16871;NULL;8
12630;5810;NULL;10
12631;6810;NULL;7
12632;3724;NULL;7
12633;20240;NULL;10
12634;19096;NULL;10
12635;9422;NULL;7
12636;18890;NULL;8
12637;5230;NULL;10
12638;14135;NULL;8
12639;11222;NULL;7
12640;14691;NULL;10
12641;13401;NULL;7
12642;15666;NULL;7
12643;19719;NULL;8
12644;19695;NULL;10
12645;5997;NULL;10
12646;2611;NULL;8
12647;12352;NULL;10
12648;14117;NULL;10
12649;12773;NULL;7
12650;17137;NULL;7
12651;16733;NULL;7
12652;9979;NULL;10
12653;16611;NULL;10
12654;13653;NULL;10
12655;18447;NULL;7
12656;4208;NULL;7
12657;6041;NULL;8
12658;13885;NULL;10
12659;14058;NULL;7
12660;3369;NULL;7
12661;8855;NULL;7
12662;5513;NULL;7
12663;10259;NULL;7
12664;14232;NULL;10
12665;14294;NULL;9
12666;5530;NULL;9
12667;3258;NULL;9
12668;7337;NULL;9
12669;1720;NULL;9
12670;12484;NULL;9
12671;17306;NULL;9
12672;13257;NULL;9
12673;13481;NULL;9
12674;15651;NULL;9
12675;19595;NULL;9
12676;10152;NULL;9
12677;3218;NULL;9
12678;17830;NULL;9
12679;18618;NULL;9
12680;20221;NULL;9
12681;11329;NULL;9
12682;10503;NULL;9
12683;2394;NULL;9
12684;17080;NULL;9
12685;12967;NULL;9
12686;4734;NULL;9
12687;10805;NULL;9
12688;18613;NULL;9
12689;11906;NULL;9
12690;13222;NULL;9
12691;12876;NULL;9
12692;5696;NULL;9
12693;3297;NULL;9
12694;10271;NULL;9
12695;10527;NULL;9
12696;17627;NULL;9
12697;15362;NULL;9
12698;16861;NULL;9
12699;20700;NULL;9
12700;4546;NULL;9
12701;19031;NULL;9
12702;3631;NULL;9
12703;15029;NULL;9
12704;11621;NULL;9
12705;16074;NULL;9
12706;13051;NULL;9
12707;4726;NULL;1
12708;3702;NULL;4
12709;4725;NULL;4
12710;4525;NULL;6
12711;2647;NULL;7
12712;10962;NULL;8
12713;8829;NULL;8
12714;12275;NULL;8
